t,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999
1758499050,13,781,162.69230769230768,2,269.4863585339663,4.0,330.5,781.0,781.0,781.0,781.0
1758499080,13,781,162.69230769230768,2,269.4863585339663,4.0,330.5,781.0,781.0,781.0,781.0
1758499110,13,781,162.69230769230768,2,269.4863585339663,4.0,330.5,781.0,781.0,781.0,781.0
1758499140,13,781,162.69230769230768,2,269.4863585339663,4.0,330.5,781.0,781.0,781.0,781.0
1758499170,13,781,162.69230769230768,2,269.4863585339663,4.0,330.5,781.0,781.0,781.0,781.0
1758499200,13,781,162.69230769230768,2,269.4863585339663,4.0,330.5,781.0,781.0,781.0,781.0
1758499230,13,781,162.69230769230768,2,269.4863585339663,4.0,330.5,781.0,781.0,781.0,781.0
1758499260,13,781,162.69230769230768,2,269.4863585339663,4.0,330.5,781.0,781.0,781.0,781.0
1758499290,13,781,162.69230769230768,2,269.4863585339663,4.0,330.5,781.0,781.0,781.0,781.0
1758499320,13,781,162.69230769230768,2,269.4863585339663,4.0,330.5,781.0,781.0,781.0,781.0
1758499350,13,781,162.69230769230768,2,269.4863585339663,4.0,330.5,781.0,781.0,781.0,781.0
1758499380,13,781,162.69230769230768,2,269.4863585339663,4.0,330.5,781.0,781.0,781.0,781.0
1758499410,13,781,162.69230769230768,2,269.4863585339663,4.0,330.5,781.0,781.0,781.0,781.0
1758499440,13,781,162.69230769230768,2,269.4863585339663,4.0,330.5,781.0,781.0,781.0,781.0
1758499470,15,781,141.26666666666668,1,255.82289260531863,4.0,312.0,781.0,781.0,781.0,781.0
1758499500,18,781,118.05555555555556,1,238.21949152785726,3.0,98.25,781.0,781.0,781.0,781.0
1758499530,23,781,92.82608695652173,1,215.05108318594128,3.0,6.0,748.9999999999995,781.0,781.0,781.0
1758499560,25,781,85.52,1,207.44278729326794,3.0,5.0,732.9999999999999,781.0,781.0,781.0
1758499590,25,781,85.52,1,207.44278729326794,3.0,5.0,732.9999999999999,781.0,781.0,781.0
1758499620,25,781,85.52,1,207.44278729326794,3.0,5.0,732.9999999999999,781.0,781.0,781.0
1758499650,27,781,79.37037037037037,1,200.53239679723117,3.0,4.0,716.9999999999997,781.0,781.0,781.0
1758499680,27,781,79.37037037037037,1,200.53239679723117,3.0,4.0,716.9999999999997,781.0,781.0,781.0
1758499710,27,781,79.37037037037037,1,200.53239679723117,3.0,4.0,716.9999999999997,781.0,781.0,781.0
1758499740,27,781,79.37037037037037,1,200.53239679723117,3.0,4.0,716.9999999999997,781.0,781.0,781.0
1758499770,27,781,79.37037037037037,1,200.53239679723117,3.0,4.0,716.9999999999997,781.0,781.0,781.0
1758499800,30,781,71.63333333333334,1,191.33910740616648,2.5,4.0,692.9999999999999,781.0,781.0,781.0
1758499830,30,781,71.63333333333334,1,191.33910740616648,2.5,4.0,692.9999999999999,781.0,781.0,781.0
1758499860,30,781,71.63333333333334,1,191.33910740616648,2.5,4.0,692.9999999999999,781.0,781.0,781.0
1758499890,30,781,71.63333333333334,1,191.33910740616648,2.5,4.0,692.9999999999999,781.0,781.0,781.0
1758499980,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758500010,5,820,533.6,200,223.93481194311886,554.0,712.0,820.0,820.0,820.0,820.0
1758500040,5,820,533.6,200,223.93481194311886,554.0,712.0,820.0,820.0,820.0,820.0
1758500070,6,820,445.6666666666667,6,294.1276366930974,522.0,658.0,820.0,820.0,820.0,820.0
1758500100,9,820,298.0,2,321.14132403040253,200.0,579.0,820.0,820.0,820.0,820.0
1758500130,9,820,298.0,2,321.14132403040253,200.0,579.0,820.0,820.0,820.0,820.0
1758500160,26,824,237.96153846153845,2,310.45856158517915,37.5,506.0,822.6,824.0,824.0,824.0
1758500190,28,824,221.10714285714286,1,305.0814510896095,7.0,483.25,822.2,824.0,824.0,824.0
